record_id,combination_size,ingredient_ids,ingredient_names,context,process_context,observed_or_predicted,aroma_similarity,aroma_complement,aroma_contrast,taste_balance,culinary_support,sensory_support,dominance_risk,masking_risk,novelty_score,overall_score,confidence,key_compounds,key_descriptors,bridge_ingredients,evidence_refs,model_version,explanation
COMP-000530,2,ING-ANIMAL-POULETVIANDE-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.125,0.000,,0.015,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.13; masquage=0.00
COMP-000531,2,ING-PLANT-ANETH-000001|ING-PLANT-PCHE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000532,2,ING-PLANT-ANETH-000001|ING-PLANT-RAISIN-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000533,2,ING-BEV-RHUMAMBR-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.375,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.00
COMP-000534,2,ING-PLANT-ANETH-000001|ING-PLANT-ROMARIN-000001,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.000,,,0.250,0.200,,0.060,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.20
COMP-000535,2,ING-DAIRY-ROQUEFORT-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000536,2,ING-COND-SAUCESOJA-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000537,2,ING-MARINE-SAUMON-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.000,0.000,,0.040,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.00; masquage=0.00
COMP-000538,2,ING-PLANT-ANETH-000001|ING-TECH-SIROPDRABLE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000539,2,ING-PLANT-ANETH-000001|ING-TECH-SUCREBLANC-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.375,0.000,,0.000,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.00
COMP-000540,2,ING-MARINE-THON-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.000,0.000,,0.040,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.00; masquage=0.00
COMP-000541,2,ING-PLANT-ANETH-000001|ING-PLANT-THYM-000001,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.000,,,0.250,0.200,,0.060,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.20
COMP-000542,2,ING-BEV-THNOIR-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.000,0.000,,0.040,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.00; masquage=0.00
COMP-000543,2,ING-BEV-THVERT-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.400,0.600,0.200,,,0.000,0.200,,0.120,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.20; risque dominance=0.00; masquage=0.20
COMP-000544,2,ING-PLANT-ANETH-000001|ING-PLANT-TOMATE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.400,,,0.000,0.000,,0.130,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.00; masquage=0.00
COMP-000545,2,ING-PLANT-ANETH-000001|ING-PLANT-TOMATESCHE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.000,0.000,,0.080,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.00; masquage=0.00
COMP-000546,2,ING-FUNGUS-TRUFFENOIRE-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.000,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
COMP-000547,2,ING-PLANT-ANETH-000001|ING-PLANT-VANILLEGOUSS-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.715,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000548,2,ING-BEV-VINBLANCMOEL-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000549,2,ING-BEV-VINBLANCSEC-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000550,2,ING-BEV-VINROUGE-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.000,,,0.250,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
COMP-000551,2,ING-PLANT-ANETH-000001|ING-TECH-VINAIGREBALS-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.125,0.000,,0.055,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.13; masquage=0.00
COMP-000552,2,ING-PLANT-ANETH-000001|ING-TECH-VINAIGREDEVI-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.125,0.000,,0.015,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.13; masquage=0.00
COMP-000553,2,ING-BEV-WHISKY-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.000,,,0.375,0.000,,0.000,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.38; masquage=0.00
COMP-000554,2,ING-FERMENT-YAOURTNATURE-000001|ING-PLANT-ANETH-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000555,2,ING-PLANT-ANETH-000001|ING-PLANT-CHALOTE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.000,0.000,,0.040,0.700,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.00; masquage=0.00
COMP-000556,2,ING-PLANT-BANANE-000001|ING-PLANT-BASILIC-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000557,2,ING-DAIRY-BEURRECLARIF-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000558,2,ING-DAIRY-BEURREDOUX-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000559,2,ING-BEV-BIREIPA-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000560,2,ING-BEV-BIREBLONDELA-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000561,2,ING-BEV-BIRESTOUT-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000562,2,ING-ANIMAL-BUFVIANDE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000563,2,ING-MARINE-CABILLAUD-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000564,2,ING-PLANT-BANANE-000001|ING-TECH-CACAOENPOUDR-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000565,2,ING-BEV-CAFESPRESSO-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.775,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000566,2,ING-BEV-CAFFILTRE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000567,2,ING-PLANT-BANANE-000001|ING-PLANT-CANNELLE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.200,,,0.250,0.000,,0.040,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000568,2,ING-PLANT-BANANE-000001|ING-PLANT-CASSIS-000001,,all,raw_or_cooked,predicted,0.000,0.200,0.800,0.400,,,0.250,0.200,,0.050,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-000569,2,ING-PLANT-BANANE-000001|ING-PLANT-CERISE-000001,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.400,,,0.250,0.400,,0.100,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
COMP-000570,2,ING-FUNGUS-CHAMPIGNONDE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000571,2,ING-DAIRY-CHEDDAR-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-000572,2,ING-PLANT-BANANE-000001|ING-TECH-CHOCOLATAULA-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.200,,,0.250,0.200,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
COMP-000573,2,ING-PLANT-BANANE-000001|ING-TECH-CHOCOLATNOIR-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.400,,,0.250,0.200,,0.040,0.775,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-000574,2,ING-PLANT-BANANE-000001|ING-TECH-CHOCOLATNOIR-000002,,all,raw_or_cooked,predicted,0.000,0.143,0.857,0.400,,,0.250,0.000,,0.073,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000575,2,ING-PLANT-BANANE-000001|ING-PLANT-CIBOULETTE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000576,2,ING-PLANT-BANANE-000001|ING-PLANT-CITRONJAUNE-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.400,,,0.250,0.200,,0.040,0.775,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-000577,2,ING-PLANT-BANANE-000001|ING-PLANT-CITRONVERT-000001,,all,raw_or_cooked,predicted,0.000,0.200,0.800,0.400,,,0.250,0.200,,0.050,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-000578,2,ING-PLANT-BANANE-000001|ING-PLANT-CLOUDEGIROFL-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.745,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000579,2,ING-DAIRY-COMT-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-000580,2,ING-FERMENT-CONCENTRDETO-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000581,2,ING-PLANT-BANANE-000001|ING-PLANT-CORIANDREFRA-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000582,2,ING-FERMENT-COULISDETOMA-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-000583,2,ING-MARINE-CREVETTE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000584,2,ING-DAIRY-CRMELIQUIDEE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000585,2,ING-PLANT-BANANE-000001|ING-PLANT-CURCUMA-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000586,2,ING-FUNGUS-CPE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000587,2,ING-PLANT-BANANE-000001|ING-PLANT-ESTRAGON-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000588,2,ING-PLANT-BANANE-000001|ING-PLANT-FRAISE-000001,,all,raw_or_cooked,predicted,0.667,0.400,0.600,0.400,,,0.250,0.400,,0.403,0.775,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.67; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
COMP-000589,2,ING-PLANT-BANANE-000001|ING-PLANT-FRAMBOISE-000001,,all,raw_or_cooked,predicted,0.000,0.400,0.600,0.400,,,0.250,0.200,,0.110,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-000590,2,ING-PLANT-BANANE-000001|ING-PLANT-FRUITDELAPAS-000001,,all,raw_or_cooked,predicted,0.000,0.500,0.500,0.400,,,0.250,0.400,,0.100,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
COMP-000591,2,ING-PLANT-BANANE-000001|ING-PLANT-GINGEMBRE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000592,2,ING-PLANT-BANANE-000001|ING-TECH-HUILEDOLIVEV-000001,,all,raw_or_cooked,predicted,0.000,0.167,0.833,0.400,,,0.250,0.200,,0.040,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
COMP-000593,2,ING-PLANT-BANANE-000001|ING-TECH-HUILEDECOLZA-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000594,2,ING-PLANT-BANANE-000001|ING-TECH-HUILEDETOURN-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000595,2,ING-PLANT-BANANE-000001|ING-PLANT-KIWI-000001,,all,raw_or_cooked,predicted,0.000,0.750,0.250,0.400,,,0.250,0.400,,0.175,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.75; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
COMP-000596,2,ING-DAIRY-LAITENTIER-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000597,2,ING-PLANT-BANANE-000001|ING-PLANT-MANGUE-000001,,all,raw_or_cooked,predicted,0.000,1.000,0.000,0.200,,,0.250,0.600,,0.170,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=1.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.60
COMP-000598,2,ING-PLANT-BANANE-000001|ING-PLANT-MENTHE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000599,2,ING-PLANT-BANANE-000001|ING-TECH-MIEL-000001,,all,raw_or_cooked,predicted,0.000,0.200,0.800,0.200,,,0.250,0.200,,0.010,0.760,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
COMP-000600,2,ING-COND-MISOBLANC-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-000601,2,ING-MARINE-MOULE-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.400,,,0.250,0.000,,0.030,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
COMP-000602,2,ING-COND-MOUTARDEDEDI-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.200,,,0.250,0.000,,0.000,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
COMP-000603,2,ING-DAIRY-MOZZARELLA-000001|ING-PLANT-BANANE-000001,,all,raw_or_cooked,predicted,0.000,0.000,1.000,0.600,,,0.250,0.000,,0.070,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
COMP-000604,2,ING-PLANT-BANANE-000001|ING-PLANT-MYRTILLE-000001,,all,raw_or_cooked,predicted,0.000,0.400,0.600,0.400,,,0.250,0.200,,0.110,0.730,,,,DESCRIPTOR|AROMA_COMPOUND,1.0.0,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
